MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
3.95,1,2,0.5,0,0,0.0,0,2,0.0,1,1,2,0,0,0,0,0,2,1.2
10.93,1,3,0.333,1,2,0.5,0,0,0.0,0,2,2,0,0,1,1,1,3,1.2
33.12,1,14,0.071,0,4,0.0,6,8,0.75,1,8,9,6,0,2,5,1,8,1.1
27.13,3,11,0.273,1,4,0.25,0,0,0.0,0,3,3,1,0,0,1,0,7,1.1
4.52,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,0,2,1.0
13.83,2,4,0.5,0,1,0.0,0,0,0.0,0,0,0,2,1,0,1,6,4,1.0
3.95,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,2,0,0,0,0,0,1.0
6.15,0,2,0.0,0,1,0.0,1,2,0.5,1,1,2,1,1,0,1,0,1,0.9
10.78,1,2,0.5,0,0,0.0,1,2,0.5,0,1,1,1,1,0,2,2,3,0.8
16.85,1,4,0.25,0,1,0.0,0,0,0.0,0,2,2,2,0,0,0,2,2,0.8
8.08,0,2,0.0,0,0,0.0,2,2,1.0,0,3,3,3,0,0,2,2,2,0.8
3.13,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0.7
3.13,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0.7
6.6,0,2,0.0,0,0,0.0,2,4,0.5,0,2,2,1,0,0,0,1,2,0.7
3.95,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,1,0,0,0,0,0,0.6
23.9,3,9,0.333,1,3,0.333,2,2,1.0,0,0,0,3,0,0,5,1,9,0.6
4.05,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,1,1,0,0,0,0,0.6
3.95,0,0,0.0,0,0,0.0,0,0,0.0,0,3,3,0,0,0,0,1,0,0.5
23.97,1,5,0.2,0,3,0.0,0,0,0.0,0,4,4,2,0,1,1,2,2,0.4
1.68,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.3
3.95,0,1,0.0,0,0,0.0,1,2,0.5,0,1,1,0,0,0,0,0,1,0.2
4.52,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,1,0,0.2
13.72,1,5,0.2,0,2,0.0,2,3,0.667,2,3,5,0,0,0,1,4,4,0.2
1.68,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
19.25,1,7,0.143,0,5,0.0,1,1,1.0,0,2,2,2,1,1,1,3,3,0.0
1.97,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
3.43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
3.13,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,1,0,-0.1
30.6,3,11,0.273,2,8,0.25,0,0,0.0,0,2,2,2,0,0,2,4,8,-0.1
3.95,1,3,0.333,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-0.1
1.92,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,0,0,-0.3
2.52,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,-0.4
24.17,2,7,0.286,1,5,0.2,0,0,0.0,0,0,0,1,3,0,3,5,5,-0.4
11.97,1,5,0.2,0,3,0.0,0,0,0.0,0,0,0,3,1,0,2,1,2,-0.4
7.53,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-0.4
11.02,1,6,0.167,0,1,0.0,1,1,1.0,2,2,4,0,0,0,1,2,3,-0.6
18.62,1,6,0.167,0,4,0.0,0,0,0.0,0,2,2,0,1,0,0,1,2,-0.6
14.68,0,4,0.0,0,3,0.0,1,2,0.5,0,3,3,0,1,0,0,1,1,-0.7
11.7,0,2,0.0,0,2,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,-0.7
3.77,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7
3.05,0,2,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,-0.7
6.47,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,2,0,-0.8
18.97,1,5,0.2,0,2,0.0,1,1,1.0,0,3,3,1,0,0,2,1,3,-0.9
25.25,1,6,0.167,1,3,0.333,0,0,0.0,0,3,3,1,1,0,2,2,3,-1.0
11.32,0,3,0.0,0,3,0.0,0,0,0.0,0,3,3,1,0,0,0,2,0,-1.3
1.97,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,-1.4
12.42,0,3,0.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0,1,1,0,-1.5
24.47,3,11,0.273,1,4,0.25,0,0,0.0,0,4,4,0,1,0,4,1,7,-1.7
6.25,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-1.8
16.88,1,8,0.125,1,3,0.333,0,0,0.0,1,1,2,1,0,0,1,1,3,-1.9
6.75,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,4,0,-2.7
33.4,12,23,0.522,7,15,0.467,6,8,0.75,1,2,3,7,3,0,4,3,37,28.9
33.33,11,14,0.786,8,8,1.0,3,4,0.75,0,3,3,3,2,0,3,1,33,28.8
39.57,9,18,0.5,4,8,0.5,7,7,1.0,0,3,3,7,2,2,2,1,29,26.8
26.62,10,14,0.714,7,9,0.778,0,0,0.0,1,2,3,6,1,0,1,0,27,26.7
32.42,10,16,0.625,5,9,0.556,4,4,1.0,1,4,5,7,0,1,2,3,29,26.1
36.72,8,16,0.5,4,10,0.4,7,9,0.778,1,4,5,2,2,0,1,1,27,22.1
31.18,10,16,0.625,1,4,0.25,5,7,0.714,0,6,6,7,0,0,3,0,26,21.7
39.13,8,16,0.5,1,3,0.333,5,5,1.0,7,6,13,3,3,0,4,6,22,19.4
33.92,9,18,0.5,2,7,0.286,0,0,0.0,0,0,0,14,0,0,2,1,20,18.4
32.37,10,21,0.476,4,10,0.4,2,2,1.0,0,1,1,7,1,0,2,3,26,18.3
36.2,11,21,0.524,6,11,0.545,2,3,0.667,1,4,5,3,1,0,6,3,30,17.1
32.68,7,14,0.5,1,4,0.25,7,9,0.778,0,6,6,4,0,0,1,2,22,17.0
23.63,6,9,0.667,1,3,0.333,0,0,0.0,2,9,11,3,1,2,0,3,13,16.5
30.82,3,8,0.375,1,3,0.333,9,12,0.75,5,5,10,3,3,0,2,5,16,16.5
33.73,3,6,0.5,1,3,0.333,11,14,0.786,0,5,5,4,4,0,5,2,18,16.3
33.98,6,11,0.545,3,5,0.6,7,11,0.636,0,1,1,4,0,1,2,3,22,15.7
31.05,6,12,0.5,0,0,0.0,3,4,0.75,2,7,9,3,1,3,0,5,15,15.3
25.95,4,8,0.5,3,6,0.5,4,6,0.667,4,2,6,1,2,1,1,2,15,15.2
21.28,7,10,0.7,0,0,0.0,0,0,0.0,7,2,9,0,2,0,1,5,14,14.3
33.75,7,18,0.389,4,8,0.5,4,4,1.0,3,1,4,1,1,0,2,1,22,13.9
34.02,5,9,0.556,2,4,0.5,2,2,1.0,1,4,5,2,1,0,0,2,14,13.2
31.6,8,18,0.444,4,10,0.4,0,0,0.0,0,2,2,1,2,0,1,0,20,12.9
29.58,4,5,0.8,0,0,0.0,2,3,0.667,2,3,5,3,0,2,1,0,10,12.5
17.62,2,4,0.5,0,1,0.0,0,0,0.0,4,9,13,4,1,4,2,1,4,11.7
37.67,5,8,0.625,4,4,1.0,1,2,0.5,0,0,0,3,0,0,1,1,15,11.7
34.43,5,10,0.5,1,4,0.25,0,1,0.0,3,3,6,1,2,0,0,4,11,9.7
35.6,4,12,0.333,2,6,0.333,2,2,1.0,3,10,13,3,0,2,3,3,12,9.6
34.28,6,18,0.333,2,10,0.2,3,3,1.0,0,5,5,5,0,2,3,3,17,9.0
29.63,3,7,0.429,2,4,0.5,0,0,0.0,0,0,0,5,2,0,0,2,8,9.0
18.17,3,6,0.5,2,3,0.667,1,2,0.5,0,1,1,6,1,0,2,1,9,8.7
25.2,5,11,0.455,0,3,0.0,3,3,1.0,2,1,3,3,2,0,3,4,13,8.5
27.42,2,7,0.286,2,5,0.4,0,0,0.0,2,5,7,2,1,2,0,3,6,7.4
20.65,3,6,0.5,0,0,0.0,0,0,0.0,2,4,6,2,2,1,2,1,6,7.3
19.6,2,4,0.5,1,3,0.333,0,0,0.0,1,3,4,2,2,0,0,2,5,7.2
15.77,2,3,0.667,0,0,0.0,0,0,0.0,2,2,4,2,1,0,0,0,4,7.1
15.78,2,3,0.667,1,1,1.0,0,0,0.0,0,1,1,3,0,1,0,0,5,6.8
18.58,2,6,0.333,2,6,0.333,3,3,1.0,1,1,2,2,0,0,1,1,9,6.6
33.88,4,8,0.5,0,0,0.0,0,2,0.0,3,7,10,1,1,1,3,2,8,6.0
18.9,2,7,0.286,1,3,0.333,2,2,1.0,2,3,5,1,2,0,1,3,7,5.7
22.13,3,6,0.5,2,5,0.4,0,0,0.0,3,2,5,1,0,0,2,2,8,5.6
22.18,2,3,0.667,1,2,0.5,0,0,0.0,1,3,4,0,0,0,0,1,5,4.9
10.1,1,1,1.0,0,0,0.0,2,2,1.0,1,1,2,0,1,0,1,0,4,4.7
19.72,1,3,0.333,0,2,0.0,0,0,0.0,1,1,2,4,1,0,0,2,2,4.3
31.48,5,13,0.385,1,6,0.167,2,3,0.667,1,8,9,0,0,0,2,6,13,4.2
22.03,4,12,0.333,1,4,0.25,1,1,1.0,2,5,7,0,0,0,2,0,10,4.1
16.57,2,5,0.4,2,4,0.5,0,0,0.0,2,2,4,0,0,0,1,2,6,3.5
13.53,1,2,0.5,1,2,0.5,0,0,0.0,0,2,2,0,0,1,0,0,3,3.3
17.83,2,6,0.333,1,4,0.25,0,0,0.0,0,3,3,2,1,0,1,3,5,2.7
9.93,0,0,0.0,0,0,0.0,0,0,0.0,2,2,4,2,0,1,2,2,0,1.3
22.75,1,3,0.333,0,1,0.0,0,2,0.0,1,0,1,4,1,0,2,2,2,1.2
2.65,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.3
13.72,1,5,0.2,0,2,0.0,1,4,0.25,2,1,3,0,1,1,1,2,3,0.3
15.62,1,4,0.25,0,0,0.0,2,2,1.0,1,0,1,0,0,0,1,3,4,0.1
2.65,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
3.08,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,1,1,0,0,-0.7
4.82,0,3,0.0,0,1,0.0,0,0,0.0,1,0,1,1,0,0,0,0,0,-0.7
15.8,0,4,0.0,0,3,0.0,2,2,1.0,0,1,1,1,0,1,1,2,2,-0.9
33.28,4,13,0.308,1,6,0.167,3,3,1.0,0,0,0,3,0,0,6,4,12,-1.0
35.47,12,24,0.5,4,10,0.4,12,12,1.0,1,4,5,9,1,0,1,2,40,35.4
36.03,14,22,0.636,4,7,0.571,7,7,1.0,3,0,3,9,0,0,3,2,39,33.8
36.35,13,23,0.565,0,3,0.0,10,12,0.833,3,10,13,3,3,1,2,2,36,32.4
35.03,12,18,0.667,4,7,0.571,5,6,0.833,2,1,3,4,2,1,0,2,33,31.2
34.43,11,14,0.786,1,2,0.5,2,3,0.667,4,9,13,12,0,0,4,3,25,27.9
39.72,8,14,0.571,1,2,0.5,3,3,1.0,7,11,18,11,1,2,3,3,20,27.5
41.27,8,13,0.615,0,1,0.0,7,10,0.7,4,10,14,10,1,2,3,2,23,27.3
43.07,12,23,0.522,5,13,0.385,2,2,1.0,0,5,5,9,2,1,3,0,31,27.2
39.9,6,16,0.375,1,9,0.111,16,17,0.941,1,9,10,10,1,1,4,2,29,27.1
28.45,11,17,0.647,6,9,0.667,0,0,0.0,1,2,3,4,2,2,1,1,28,26.6
33.97,12,21,0.571,4,8,0.5,3,4,0.75,0,3,3,9,1,0,2,2,31,26.1
30.17,10,22,0.455,4,8,0.5,8,8,1.0,1,3,4,7,0,0,1,1,32,25.7
33.33,14,23,0.609,3,8,0.375,3,4,0.75,1,0,1,9,0,0,3,4,34,25.5
35.0,12,22,0.545,0,1,0.0,12,15,0.8,2,11,13,1,0,1,4,3,36,25.1
34.32,8,12,0.667,0,3,0.0,6,6,1.0,2,10,12,4,1,3,0,5,22,25.1
30.1,10,14,0.714,2,4,0.5,6,9,0.667,2,1,3,2,1,2,1,2,28,24.7
32.32,8,17,0.471,1,5,0.2,7,7,1.0,3,9,12,7,2,2,4,0,24,24.4
37.87,13,31,0.419,2,7,0.286,7,7,1.0,2,3,5,11,2,0,5,3,35,24.3
38.67,11,19,0.579,5,8,0.625,2,2,1.0,1,4,5,5,1,0,2,1,29,24.1
37.12,11,27,0.407,4,11,0.364,7,9,0.778,1,3,4,7,2,1,1,5,33,23.9
35.57,9,17,0.529,4,6,0.667,3,3,1.0,0,1,1,11,1,0,2,0,25,23.7
35.73,7,16,0.438,5,10,0.5,0,0,0.0,1,3,4,10,6,1,1,3,19,23.7
36.4,11,23,0.478,3,8,0.375,8,8,1.0,2,4,6,0,0,2,1,3,33,23.1
34.52,10,15,0.667,5,7,0.714,2,2,1.0,1,4,5,7,0,0,4,1,27,22.9
29.57,6,8,0.75,0,0,0.0,2,3,0.667,4,10,14,5,4,0,0,2,14,22.9
28.92,7,10,0.7,1,2,0.5,4,5,0.8,2,6,8,5,4,1,2,3,19,22.6
39.8,11,22,0.5,3,6,0.5,7,14,0.5,1,8,9,7,0,0,3,2,32,22.4
31.23,10,18,0.556,1,2,0.5,2,2,1.0,6,5,11,3,2,3,3,3,23,22.1
32.92,6,12,0.5,0,0,0.0,7,9,0.778,8,7,15,2,0,3,0,4,19,21.8
35.32,6,13,0.462,6,11,0.545,2,4,0.5,0,2,2,7,3,2,0,2,20,21.6
31.53,6,9,0.667,2,2,1.0,1,2,0.5,1,7,8,9,3,0,0,3,15,21.6
21.23,7,10,0.7,3,4,0.75,6,6,1.0,0,5,5,0,0,1,0,0,23,21.0
30.13,9,13,0.692,3,4,0.75,2,4,0.5,2,6,8,4,1,0,2,2,23,20.9
35.82,8,14,0.571,3,6,0.5,6,6,1.0,0,1,1,8,2,0,5,1,25,20.9
33.52,7,12,0.583,0,0,0.0,6,7,0.857,6,13,19,1,0,1,2,3,20,20.3
34.67,12,25,0.48,0,1,0.0,1,2,0.5,1,4,5,12,1,0,3,0,25,20.2
26.23,6,13,0.462,4,8,0.5,6,6,1.0,0,1,1,6,2,2,2,3,22,20.0
34.17,12,24,0.5,5,9,0.556,1,2,0.5,1,10,11,4,0,0,3,3,30,19.9
26.18,11,20,0.55,0,0,0.0,6,8,0.75,3,8,11,2,1,1,4,4,28,19.6
28.0,5,8,0.625,2,3,0.667,7,8,0.875,2,5,7,0,2,4,2,3,19,19.5
32.2,9,20,0.45,1,6,0.167,2,2,1.0,5,2,7,7,2,1,2,2,21,19.5
32.6,9,17,0.529,1,2,0.5,7,13,0.538,3,5,8,3,0,0,0,4,26,19.4
24.32,6,10,0.6,3,6,0.5,2,2,1.0,1,2,3,5,2,0,0,0,17,19.2
34.53,10,16,0.625,3,5,0.6,2,2,1.0,0,2,2,5,0,0,2,2,25,19.1
28.53,7,9,0.778,6,7,0.857,1,2,0.5,0,4,4,1,1,0,0,4,21,18.4
28.28,8,13,0.615,2,4,0.5,4,6,0.667,2,4,6,3,0,1,2,1,22,18.3
28.67,9,14,0.643,3,7,0.429,4,7,0.571,2,5,7,1,0,0,3,0,25,18.2
36.05,7,16,0.438,5,11,0.455,7,7,1.0,0,3,3,4,0,0,2,3,26,18.1
36.7,9,18,0.5,2,5,0.4,2,5,0.4,1,11,12,3,1,0,0,2,22,18.1
38.67,6,13,0.462,4,6,0.667,4,4,1.0,1,2,3,4,1,1,0,3,20,17.9
36.42,7,16,0.438,4,10,0.4,5,6,0.833,2,2,4,4,0,0,0,4,23,17.4
30.18,9,21,0.429,4,13,0.308,3,6,0.5,0,5,5,7,3,0,4,2,25,17.3
28.68,7,11,0.636,2,3,0.667,1,2,0.5,2,7,9,6,1,0,2,3,17,17.2
30.85,5,7,0.714,3,4,0.75,4,4,1.0,1,5,6,4,2,2,4,4,17,16.9
25.9,7,12,0.583,2,3,0.667,4,4,1.0,1,6,7,2,1,0,1,4,20,16.7
31.98,6,8,0.75,1,1,1.0,0,0,0.0,2,6,8,4,1,1,0,2,13,16.7
29.93,6,12,0.5,5,10,0.5,0,0,0.0,1,2,3,4,1,1,0,1,17,16.4
38.27,6,13,0.462,6,9,0.667,2,2,1.0,1,2,3,6,0,0,2,1,20,16.4
19.77,3,5,0.6,2,3,0.667,6,6,1.0,2,3,5,0,1,3,0,2,14,16.3
28.47,6,12,0.5,3,5,0.6,3,3,1.0,2,2,4,5,0,2,1,4,18,16.3
39.48,6,10,0.6,1,4,0.25,3,3,1.0,1,4,5,7,1,0,3,0,16,16.2
32.4,9,13,0.692,2,4,0.5,0,1,0.0,1,2,3,11,0,0,7,0,20,16.1
27.82,7,18,0.389,0,1,0.0,4,4,1.0,5,10,15,2,1,0,1,1,18,15.7
37.3,5,8,0.625,4,7,0.571,0,0,0.0,0,6,6,4,1,0,0,1,14,15.6
28.67,5,5,1.0,0,0,0.0,1,1,1.0,6,4,10,1,2,2,2,4,11,15.4
35.35,9,15,0.6,1,6,0.167,1,1,1.0,0,6,6,3,1,0,2,2,20,15.2
30.68,10,21,0.476,0,5,0.0,2,6,0.333,1,7,8,6,0,0,0,4,22,15.1
36.55,6,13,0.462,1,1,1.0,4,4,1.0,5,11,16,4,0,1,4,4,17,15.0
35.6,7,16,0.438,2,7,0.286,4,5,0.8,1,11,12,2,2,1,4,1,20,14.9
37.63,10,20,0.5,2,9,0.222,3,8,0.375,1,7,8,4,1,0,4,2,25,14.8
28.88,2,2,1.0,0,0,0.0,5,7,0.714,4,9,13,3,1,1,1,3,9,14.7
29.67,6,8,0.75,0,0,0.0,4,4,1.0,2,3,5,1,4,1,4,5,16,14.5
30.47,6,13,0.462,4,8,0.5,2,4,0.5,1,4,5,2,1,0,0,1,18,14.4
14.98,4,6,0.667,0,0,0.0,6,9,0.667,2,2,4,2,1,1,1,0,14,14.3
19.03,6,9,0.667,4,6,0.667,0,0,0.0,2,2,4,2,0,0,1,1,16,14.1
34.82,6,8,0.75,2,4,0.5,0,0,0.0,1,8,9,3,0,0,0,5,14,14.0
22.62,3,3,1.0,3,3,1.0,0,0,0.0,0,1,1,5,3,0,1,0,9,13.9
25.33,5,9,0.556,1,2,0.5,2,2,1.0,2,0,2,4,2,2,2,1,13,13.9
35.75,4,10,0.4,2,5,0.4,2,4,0.5,4,5,9,8,2,0,3,2,12,13.9
27.4,4,6,0.667,0,0,0.0,1,1,1.0,2,7,9,3,3,1,2,0,9,13.7
17.43,6,11,0.545,2,2,1.0,2,2,1.0,1,3,4,2,0,0,0,0,16,13.7
36.8,7,19,0.368,3,9,0.333,5,5,1.0,0,1,1,4,3,0,2,5,22,13.6
32.03,3,5,0.6,2,4,0.5,3,3,1.0,0,0,0,8,1,1,2,1,11,13.6
14.82,5,6,0.833,2,3,0.667,0,0,0.0,1,5,6,2,1,0,0,2,12,13.6
28.63,5,8,0.625,2,4,0.5,4,4,1.0,1,3,4,0,0,0,0,1,16,13.6
35.3,6,12,0.5,2,4,0.5,4,4,1.0,0,3,3,2,0,0,0,3,18,13.1
39.07,5,11,0.455,2,7,0.286,0,0,0.0,2,6,8,4,3,2,2,4,12,13.1
28.68,4,9,0.444,3,8,0.375,2,2,1.0,0,2,2,2,2,1,0,0,13,13.0
15.55,6,9,0.667,0,0,0.0,0,0,0.0,1,4,5,5,1,1,2,1,12,12.8
34.3,6,11,0.545,1,2,0.5,0,1,0.0,1,5,6,6,5,0,4,5,13,12.7
23.53,5,12,0.417,2,8,0.25,3,4,0.75,2,4,6,3,1,0,0,3,15,12.7
24.47,8,17,0.471,2,7,0.286,0,0,0.0,1,2,3,4,0,0,0,2,18,12.6
40.48,4,13,0.308,1,4,0.25,8,11,0.727,2,6,8,3,0,1,1,2,17,12.5
39.13,5,18,0.278,0,8,0.0,8,8,1.0,0,6,6,7,1,1,3,1,18,12.4
41.93,11,23,0.478,0,3,0.0,0,0,0.0,0,4,4,5,0,1,3,1,22,12.3
31.78,6,11,0.545,1,5,0.2,3,3,1.0,0,3,3,5,0,0,2,2,16,12.3
19.28,4,7,0.571,0,0,0.0,4,6,0.667,3,5,8,0,0,1,0,0,12,12.2
28.5,5,10,0.5,0,0,0.0,2,2,1.0,3,7,10,1,2,0,1,2,12,12.1
13.05,4,6,0.667,0,1,0.0,2,2,1.0,1,2,3,1,3,0,0,1,10,12.0
33.55,7,11,0.636,5,9,0.556,0,0,0.0,0,2,2,2,0,0,3,3,19,11.9
31.63,4,7,0.571,0,2,0.0,3,3,1.0,3,8,11,3,1,0,2,4,11,11.7
35.12,8,22,0.364,4,12,0.333,4,4,1.0,0,6,6,3,1,0,3,5,24,11.7
32.4,7,20,0.35,1,4,0.25,2,3,0.667,4,2,6,6,1,0,2,1,17,11.6
20.0,4,4,1.0,2,2,1.0,1,2,0.5,0,4,4,2,1,0,1,1,11,11.6
33.12,3,8,0.375,2,5,0.4,5,5,1.0,0,2,2,2,1,0,0,0,13,11.6
41.15,4,10,0.4,3,7,0.429,2,2,1.0,2,2,4,1,0,3,0,2,13,11.6
35.73,5,8,0.625,0,2,0.0,2,2,1.0,0,4,4,4,0,1,0,4,12,11.5
29.65,6,13,0.462,2,5,0.4,2,2,1.0,3,5,8,2,0,0,2,2,16,11.5
32.57,5,8,0.625,1,3,0.333,2,2,1.0,1,5,6,0,2,0,1,3,13,11.4
31.0,4,5,0.8,3,4,0.75,0,0,0.0,1,7,8,1,0,0,1,1,11,11.2
25.85,5,8,0.625,0,0,0.0,3,3,1.0,1,4,5,2,1,1,2,3,13,11.2
22.48,4,9,0.444,3,7,0.429,0,0,0.0,2,2,4,2,3,1,1,3,11,11.2
29.98,5,17,0.294,1,8,0.125,9,10,0.9,3,0,3,4,0,0,3,1,20,11.2
23.75,3,8,0.375,0,1,0.0,2,2,1.0,1,7,8,3,3,0,0,1,8,11.1
26.57,2,4,0.5,2,4,0.5,0,0,0.0,3,6,9,4,1,0,0,2,6,10.9
34.95,4,12,0.333,2,7,0.286,4,4,1.0,1,1,2,2,1,3,1,2,14,10.9
38.58,5,12,0.417,2,6,0.333,2,2,1.0,0,4,4,1,3,0,1,2,14,10.7
36.93,5,17,0.294,2,9,0.222,4,6,0.667,1,3,4,5,2,1,2,1,16,10.7
15.78,3,7,0.429,2,3,0.667,5,8,0.625,1,3,4,1,1,0,0,2,13,10.6
24.63,5,10,0.5,2,5,0.4,1,2,0.5,2,1,3,2,2,0,2,1,13,10.3
24.65,6,11,0.545,4,8,0.5,0,0,0.0,1,2,3,1,0,0,2,1,16,10.3
27.68,6,10,0.6,0,3,0.0,1,1,1.0,2,4,6,4,2,0,4,4,13,10.2
23.77,3,5,0.6,3,3,1.0,2,2,1.0,0,2,2,4,0,0,2,0,11,10.1
24.25,3,7,0.429,3,7,0.429,0,0,0.0,0,4,4,2,2,0,0,0,9,9.9
13.68,3,4,0.75,3,3,1.0,0,0,0.0,2,5,7,0,0,0,0,1,9,9.9
30.55,4,12,0.333,1,4,0.25,2,3,0.667,0,6,6,3,1,2,0,1,11,9.7
23.77,4,8,0.5,3,6,0.5,2,2,1.0,0,2,2,1,1,0,1,2,13,9.5
21.33,4,10,0.4,3,6,0.5,2,2,1.0,1,2,3,1,0,0,0,1,13,9.2
16.53,1,4,0.25,0,0,0.0,0,0,0.0,4,6,10,5,0,2,0,0,2,9.1
26.17,4,8,0.5,1,2,0.5,1,1,1.0,1,4,5,3,0,0,1,0,10,9.0
20.3,3,7,0.429,1,4,0.25,0,0,0.0,0,4,4,2,3,2,1,1,7,8.9
21.53,4,6,0.667,2,2,1.0,0,0,0.0,0,1,1,3,1,0,2,1,10,8.4
24.32,2,4,0.5,1,2,0.5,2,2,1.0,1,2,3,2,1,0,0,1,7,8.3
23.3,5,9,0.556,3,7,0.429,0,0,0.0,0,1,1,1,0,0,1,1,13,8.3
16.48,3,6,0.5,1,2,0.5,0,1,0.0,0,3,3,3,2,0,0,1,7,8.2
15.67,2,2,1.0,1,1,1.0,2,2,1.0,1,2,3,0,0,1,0,1,7,8.0
32.87,5,11,0.455,3,9,0.333,2,3,0.667,1,6,7,0,1,0,3,4,15,7.8
21.07,4,7,0.571,1,3,0.333,1,2,0.5,1,1,2,2,0,0,1,0,10,7.7
25.72,4,9,0.444,3,8,0.375,0,0,0.0,1,0,1,2,0,0,0,2,11,7.6
28.92,4,5,0.8,0,0,0.0,0,0,0.0,1,4,5,2,0,1,1,4,8,7.5
30.5,2,5,0.4,1,3,0.333,4,4,1.0,1,1,2,0,2,0,1,2,9,7.5
17.92,2,3,0.667,0,0,0.0,0,0,0.0,1,4,5,0,2,1,0,0,4,7.3
34.22,4,14,0.286,3,9,0.333,2,2,1.0,0,4,4,0,2,1,1,1,13,7.3
10.67,2,3,0.667,0,0,0.0,3,4,0.75,1,2,3,1,0,0,0,0,7,7.3
12.75,3,6,0.5,3,5,0.6,0,0,0.0,0,3,3,1,0,0,0,1,9,7.2
32.15,4,17,0.235,2,9,0.222,3,4,0.75,0,1,1,9,2,0,3,2,13,7.1
14.48,1,1,1.0,0,0,0.0,2,2,1.0,1,7,8,0,1,0,0,1,4,7.1
25.92,3,4,0.75,2,3,0.667,0,0,0.0,0,3,3,0,0,0,0,1,8,6.9
15.37,5,10,0.5,2,5,0.4,0,0,0.0,0,1,1,0,0,0,0,1,12,6.9
25.7,4,9,0.444,2,6,0.333,1,2,0.5,1,0,1,7,1,0,4,4,11,6.9
26.37,2,3,0.667,1,1,1.0,0,0,0.0,0,4,4,0,2,1,0,2,5,6.8
15.48,4,8,0.5,1,2,0.5,1,2,0.5,0,3,3,3,0,0,1,2,10,6.8
32.18,5,9,0.556,0,0,0.0,0,0,0.0,3,5,8,1,1,1,3,5,10,6.7
38.32,4,13,0.308,1,4,0.25,1,1,1.0,4,6,10,7,0,0,5,1,10,6.6
27.37,2,8,0.25,2,7,0.286,0,0,0.0,1,6,7,3,2,0,0,3,6,6.6
5.82,2,2,1.0,0,0,0.0,0,0,0.0,4,2,6,0,0,0,0,1,4,6.4
25.95,2,7,0.286,0,0,0.0,5,5,1.0,0,5,5,3,0,0,1,3,9,6.3
17.27,2,4,0.5,2,4,0.5,0,0,0.0,0,3,3,0,1,1,0,1,6,6.2
12.45,1,2,0.5,0,1,0.0,0,0,0.0,2,2,4,2,3,0,0,3,2,6.2
18.45,1,4,0.25,0,0,0.0,0,0,0.0,1,2,3,3,1,3,0,0,2,6.1
26.35,5,7,0.714,2,3,0.667,0,0,0.0,0,3,3,2,1,0,4,6,12,6.0
12.7,3,6,0.5,1,3,0.333,2,2,1.0,0,1,1,1,0,0,1,0,9,6.0
25.72,3,8,0.375,1,4,0.25,1,1,1.0,0,2,2,4,1,0,1,3,8,5.8
20.77,4,7,0.571,1,3,0.333,0,0,0.0,1,4,5,2,0,0,2,3,9,5.8
18.6,2,5,0.4,0,3,0.0,2,4,0.5,2,3,5,4,1,0,2,2,6,5.8
21.4,4,7,0.571,2,4,0.5,0,0,0.0,0,0,0,0,0,0,1,0,10,5.7
32.97,4,11,0.364,0,2,0.0,0,0,0.0,0,5,5,8,2,1,4,5,8,5.7
31.68,5,14,0.357,1,8,0.125,0,1,0.0,1,5,6,2,0,1,1,1,11,5.7
