MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
27.27,1,6,0.167,1,5,0.2,3,4,0.75,0,1,1,1,1,0,0,0,6,3.8
15.05,5,11,0.455,0,4,0.0,0,0,0.0,1,5,6,1,2,0,5,1,10,3.8
13.83,2,6,0.333,1,4,0.25,0,0,0.0,0,2,2,1,1,1,1,0,5,3.6
27.3,2,10,0.2,0,2,0.0,4,8,0.5,2,6,8,4,0,0,1,4,8,3.6
5.27,2,2,1.0,0,0,0.0,0,1,0.0,0,3,3,1,0,0,1,0,4,3.6
29.97,1,5,0.2,1,5,0.2,0,0,0.0,0,1,1,3,1,1,0,1,3,3.6
5.27,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,2,1,0,0,0,2,3.4
19.33,2,5,0.4,0,2,0.0,0,0,0.0,3,1,4,3,0,0,1,4,4,3.2
21.55,2,4,0.5,1,3,0.333,0,0,0.0,1,1,2,2,1,0,2,3,5,3.2
8.75,2,4,0.5,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,1,4,3.0
17.45,0,1,0.0,0,1,0.0,2,2,1.0,1,3,4,2,0,0,1,1,2,2.9
16.37,1,4,0.25,0,1,0.0,0,0,0.0,0,4,4,0,0,3,0,0,2,2.9
24.67,3,9,0.333,1,3,0.333,1,2,0.5,1,2,3,4,0,0,3,2,8,2.8
19.2,1,2,0.5,1,2,0.5,0,0,0.0,0,3,3,0,0,1,1,0,3,2.6
1.37,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2,2.4
1.37,1,2,0.5,0,0,0.0,0,0,0.0,2,0,2,0,0,0,0,0,2,2.4
30.1,3,9,0.333,2,6,0.333,0,0,0.0,1,3,4,3,0,0,3,3,8,2.4
5.05,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,1,0,2,2.4
12.47,1,3,0.333,1,2,0.5,0,0,0.0,2,2,4,1,0,1,2,1,3,2.3
27.83,2,6,0.333,1,4,0.25,2,2,1.0,0,2,2,3,0,0,4,0,7,2.3
32.73,5,20,0.25,0,1,0.0,2,7,0.286,6,6,12,4,0,1,4,3,12,2.3
8.55,1,1,1.0,0,0,0.0,0,0,0.0,1,3,4,1,0,0,1,2,2,2.2
9.22,1,1,1.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,2,2,2.2
9.68,1,2,0.5,0,0,0.0,0,0,0.0,0,2,2,2,0,0,1,0,2,2.0
9.43,0,0,0.0,0,0,0.0,0,0,0.0,1,3,4,1,0,0,0,1,0,1.9
10.25,0,3,0.0,0,1,0.0,1,2,0.5,0,3,3,2,2,0,1,0,1,1.8
20.03,1,4,0.25,0,2,0.0,3,3,1.0,0,0,0,4,1,0,3,4,5,1.8
6.87,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1.7
16.07,1,3,0.333,0,2,0.0,1,1,1.0,0,0,0,1,0,0,0,1,3,1.6
21.9,0,5,0.0,0,3,0.0,0,0,0.0,0,2,2,2,4,0,1,0,0,1.5
11.02,1,4,0.25,1,4,0.25,0,0,0.0,0,2,2,0,0,1,0,1,3,1.5
5.52,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,1.3
6.55,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,1.3
9.85,2,3,0.667,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,1,4,1.3
16.15,2,5,0.4,1,3,0.333,0,0,0.0,0,0,0,0,0,0,1,0,5,1.3
24.12,1,5,0.2,0,4,0.0,0,0,0.0,1,2,3,2,0,0,0,1,2,1.2
17.87,2,8,0.25,0,3,0.0,0,0,0.0,0,3,3,3,0,0,1,0,4,1.2
23.9,2,11,0.182,1,7,0.143,2,2,1.0,0,3,3,2,0,1,2,0,7,1.1
25.63,1,10,0.1,0,2,0.0,1,2,0.5,5,2,7,5,0,1,2,3,3,1.1
7.83,1,3,0.333,1,2,0.5,0,0,0.0,1,4,5,1,0,0,2,2,3,1.1
2.95,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1.0
2.77,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,1.0
6.28,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,1.0
5.27,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,1.0
3.28,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0.7
1.37,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.7
13.9,2,7,0.286,1,5,0.2,0,0,0.0,0,2,2,0,0,0,1,0,5,0.5
3.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,1,0,0.3
1.12,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.3
19.98,1,3,0.333,1,2,0.5,0,0,0.0,0,0,0,0,1,0,0,5,3,0.3
7.32,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,2,0,0,1,2,0,0.3
5.72,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.3
12.95,2,5,0.4,0,2,0.0,1,2,0.5,0,1,1,0,0,0,2,0,5,0.2
14.12,1,4,0.25,1,4,0.25,1,2,0.5,0,1,1,0,1,0,2,1,4,0.1
22.05,1,5,0.2,0,2,0.0,0,0,0.0,0,3,3,0,2,0,1,2,2,0.0
1.12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
5.8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
0.03,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
1.12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
1.12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
7.63,0,3,0.0,0,1,0.0,0,0,0.0,1,1,2,0,1,0,0,0,0,-0.1
7.98,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-0.1
1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-0.4
18.37,0,3,0.0,0,2,0.0,0,0,0.0,1,1,2,1,0,0,0,0,0,-0.4
2.77,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-0.4
3.43,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,1,0,-0.5
4.1,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7
1.3,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7
1.37,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7
33.72,3,14,0.214,2,7,0.286,0,0,0.0,2,1,3,1,0,0,2,2,8,-1.0
32.58,2,10,0.2,1,3,0.333,2,4,0.5,1,4,5,1,0,0,2,4,7,-1.0
12.03,0,5,0.0,0,0,0.0,0,0,0.0,2,1,3,1,0,0,0,0,0,-1.1
20.03,1,5,0.2,1,4,0.25,0,0,0.0,0,3,3,0,1,0,3,0,3,-1.2
13.65,2,8,0.25,1,5,0.2,0,0,0.0,0,2,2,0,0,0,0,5,5,-1.2
14.05,0,2,0.0,0,2,0.0,0,0,0.0,0,3,3,0,0,0,0,2,0,-1.3
9.22,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,0,-1.4
20.17,0,5,0.0,0,3,0.0,0,0,0.0,0,2,2,1,0,1,0,0,0,-1.5
10.72,0,0,0.0,0,0,0.0,0,2,0.0,3,3,6,1,0,0,2,6,0,-1.5
5.27,0,2,0.0,0,0,0.0,0,0,0.0,0,3,3,0,0,0,1,0,0,-1.5
11.05,1,6,0.167,0,2,0.0,0,0,0.0,0,2,2,0,0,0,0,2,2,-2.0
8.47,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,2,0,4,2,0,-3.2
37.77,11,18,0.611,5,9,0.556,13,15,0.867,1,4,5,8,3,0,2,1,40,39.1
33.52,17,22,0.773,0,0,0.0,3,8,0.375,1,10,11,4,1,1,1,4,37,32.0
28.9,9,16,0.563,2,5,0.4,6,7,0.857,1,9,10,14,1,0,3,0,26,29.2
33.57,9,20,0.45,4,13,0.308,3,3,1.0,2,7,9,7,5,5,3,3,25,27.3
35.68,8,19,0.421,3,10,0.3,6,7,0.857,0,10,10,13,2,2,6,2,25,23.2
42.83,10,20,0.5,5,6,0.833,3,3,1.0,4,4,8,7,0,0,3,2,28,23.1
35.53,9,10,0.9,0,0,0.0,4,5,0.8,5,7,12,1,1,0,2,1,22,23.1
32.38,8,13,0.615,3,7,0.429,0,0,0.0,0,7,7,10,2,0,1,2,19,22.4
28.62,7,8,0.875,5,6,0.833,2,2,1.0,1,6,7,1,1,1,0,3,21,21.9
37.52,12,25,0.48,3,7,0.429,2,4,0.5,0,5,5,2,1,0,1,5,29,16.4
33.1,7,14,0.5,1,4,0.25,4,4,1.0,2,7,9,2,1,0,3,1,19,14.5
34.78,5,16,0.313,0,1,0.0,7,9,0.778,6,6,12,4,0,1,1,3,17,14.3
18.7,6,10,0.6,1,2,0.5,2,3,0.667,2,2,4,2,0,1,0,1,15,13.7
38.68,7,13,0.538,2,4,0.5,2,3,0.667,0,5,5,4,1,2,4,1,18,13.6
35.62,5,9,0.556,3,6,0.5,3,3,1.0,1,6,7,1,0,0,1,2,16,13.1
36.32,9,21,0.429,3,8,0.375,2,3,0.667,0,12,12,4,1,1,5,4,23,13.0
27.88,6,13,0.462,0,1,0.0,2,2,1.0,4,7,11,3,1,1,2,3,14,12.8
24.72,5,11,0.455,0,0,0.0,6,6,1.0,0,3,3,3,2,0,1,5,16,12.3
32.72,3,6,0.5,1,3,0.333,4,6,0.667,1,9,10,3,2,0,1,4,11,12.1
30.63,9,21,0.429,4,11,0.364,1,2,0.5,0,2,2,2,1,0,2,1,23,12.1
40.9,6,15,0.4,2,9,0.222,3,4,0.75,1,3,4,2,0,1,0,1,17,11.8
29.3,5,10,0.5,1,5,0.2,3,4,0.75,3,3,6,0,1,0,0,3,14,11.4
26.9,5,8,0.625,1,3,0.333,5,5,1.0,0,3,3,1,1,0,3,2,16,11.2
34.3,6,12,0.5,4,9,0.444,0,0,0.0,1,3,4,0,1,0,0,5,16,10.6
17.97,4,5,0.8,0,0,0.0,2,2,1.0,2,2,4,1,1,0,1,2,10,10.0
25.17,3,7,0.429,0,1,0.0,0,0,0.0,2,4,6,2,3,0,0,0,6,9.3
24.32,4,10,0.4,1,3,0.333,2,2,1.0,1,2,3,2,3,0,0,5,11,9.3
17.37,6,12,0.5,0,3,0.0,2,2,1.0,1,4,5,2,0,1,2,2,14,9.2
33.17,3,8,0.375,1,4,0.25,0,0,0.0,0,3,3,11,0,0,1,3,7,9.0
37.42,3,6,0.5,0,2,0.0,0,2,0.0,1,8,9,1,3,3,1,3,6,8.9
23.72,5,9,0.556,0,0,0.0,0,0,0.0,2,6,8,0,1,1,1,3,10,8.4
10.65,4,5,0.8,1,2,0.5,1,1,1.0,0,1,1,0,0,0,0,0,10,8.4
31.12,5,13,0.385,1,4,0.25,0,2,0.0,2,3,5,3,2,1,1,2,11,8.4
20.7,3,4,0.75,2,2,1.0,0,0,0.0,0,1,1,2,0,1,0,2,8,8.0
20.12,5,8,0.625,2,4,0.5,0,0,0.0,1,4,5,1,0,0,2,3,12,7.8
11.68,3,3,1.0,0,0,0.0,1,1,1.0,0,2,2,2,0,0,0,1,7,7.7
23.58,4,8,0.5,3,6,0.5,1,2,0.5,0,3,3,1,0,0,0,4,12,7.6
31.18,4,8,0.5,0,2,0.0,0,0,0.0,3,1,4,2,1,0,0,3,8,7.6
27.57,3,9,0.333,0,0,0.0,0,0,0.0,4,7,11,1,0,3,1,1,6,7.2
27.73,3,10,0.3,1,6,0.167,6,7,0.857,2,2,4,0,1,0,2,2,13,7.0
23.08,3,6,0.5,1,2,0.5,4,4,1.0,0,3,3,2,0,0,3,2,11,6.5
24.93,5,14,0.357,1,5,0.2,0,0,0.0,5,2,7,0,1,0,1,2,11,6.5
30.48,5,13,0.385,2,9,0.222,0,0,0.0,0,1,1,1,1,0,0,1,12,6.5
17.38,3,7,0.429,0,0,0.0,2,4,0.5,4,2,6,0,2,1,2,3,8,6.4
24.37,2,6,0.333,0,3,0.0,4,4,1.0,0,2,2,0,0,1,0,0,8,5.9
23.53,2,5,0.4,2,2,1.0,0,0,0.0,3,1,4,2,0,0,0,3,6,5.9
21.5,1,4,0.25,1,3,0.333,0,0,0.0,1,4,5,3,0,4,1,2,3,5.6
16.6,1,5,0.2,1,2,0.5,3,4,0.75,0,2,2,1,3,0,1,1,6,5.4
20.93,3,8,0.375,1,2,0.5,1,2,0.5,2,2,4,1,1,0,0,4,8,5.3
15.08,3,4,0.75,0,0,0.0,0,0,0.0,1,2,3,1,0,2,1,4,6,5.2
27.4,2,8,0.25,1,6,0.167,0,0,0.0,0,2,2,3,4,0,1,2,5,5.1
20.43,2,3,0.667,0,0,0.0,2,2,1.0,3,2,5,1,0,2,3,4,6,4.9
26.15,5,12,0.417,0,4,0.0,3,3,1.0,0,5,5,2,0,0,3,4,13,4.9
16.37,3,7,0.429,3,6,0.5,0,0,0.0,1,0,1,1,1,0,3,0,9,4.7
30.35,5,14,0.357,1,9,0.111,4,5,0.8,1,3,4,5,0,0,7,1,15,4.5
10.47,2,3,0.667,1,1,1.0,2,3,0.667,0,1,1,0,0,0,0,3,7,4.4
15.0,2,4,0.5,0,0,0.0,2,2,1.0,1,2,3,2,0,1,1,5,6,4.4
21.63,2,3,0.667,0,1,0.0,0,0,0.0,0,2,2,3,0,1,1,2,4,4.3
18.92,1,8,0.125,0,5,0.0,0,0,0.0,0,5,5,3,4,0,0,1,2,4.0
6.33,1,1,1.0,0,0,0.0,2,2,1.0,2,0,2,0,0,0,1,1,4,3.7
18.15,4,12,0.333,0,7,0.0,1,1,1.0,0,2,2,0,1,0,0,1,9,3.4
14.52,2,3,0.667,1,2,0.5,0,0,0.0,0,3,3,1,0,0,2,0,5,3.3
9.97,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,3,1,0,0,2,0,3.0
4.73,1,2,0.5,1,2,0.5,1,2,0.5,0,0,0,1,0,1,1,0,4,3.0
12.25,0,5,0.0,0,3,0.0,4,4,1.0,0,1,1,3,0,0,0,0,4,2.9
7.52,2,6,0.333,1,2,0.5,1,2,0.5,1,0,1,1,0,0,1,1,6,2.2
4.58,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,1,2,2.0
5.25,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,2.0
18.78,1,2,0.5,0,1,0.0,0,2,0.0,1,4,5,1,2,1,2,5,2,1.5
11.27,1,3,0.333,0,1,0.0,0,0,0.0,1,1,2,1,1,0,1,2,2,1.2
16.58,1,4,0.25,0,2,0.0,2,2,1.0,0,2,2,1,0,1,1,4,4,1.0
4.73,1,1,1.0,0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,2,0.9
1.72,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0.7
4.73,1,3,0.333,0,1,0.0,0,0,0.0,1,1,2,0,0,0,1,0,2,0.3
0.43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,0.3
23.62,0,6,0.0,0,5,0.0,2,2,1.0,1,4,5,2,0,0,1,0,2,0.1
0.43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
9.77,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,1,1,0,0,0.0
33.35,1,12,0.083,0,6,0.0,2,2,1.0,1,1,2,6,1,0,1,3,4,0.0
39.3,2,13,0.154,0,7,0.0,0,0,0.0,2,3,5,4,0,0,0,3,4,-0.4
4.73,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7
2.92,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7
3.45,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7
21.12,1,6,0.167,0,4,0.0,1,2,0.5,0,3,3,1,2,0,3,1,3,-1.0
15.92,1,7,0.143,1,5,0.2,0,0,0.0,0,3,3,2,0,0,1,2,3,-1.0
10.18,0,1,0.0,0,1,0.0,1,3,0.333,0,1,1,0,0,0,0,2,1,-1.0
4.73,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,2,0,-1.8
13.32,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,1,1,0,-2.2
11.17,0,3,0.0,0,1,0.0,0,0,0.0,1,1,2,0,0,0,1,1,0,-2.5
5.45,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,2,1,0,-3.8
35.72,14,20,0.7,0,0,0.0,10,11,0.909,1,10,11,2,3,2,3,0,38,35.7
33.95,10,11,0.909,3,4,0.75,5,5,1.0,3,8,11,3,1,1,0,0,28,32.6
36.9,14,20,0.7,1,2,0.5,5,8,0.625,1,5,6,10,2,0,3,3,34,31.4
39.7,8,16,0.5,2,3,0.667,8,10,0.8,2,7,9,13,3,1,3,1,26,30.1
38.05,11,18,0.611,5,7,0.714,4,5,0.8,4,7,11,2,1,0,0,2,31,28.9
30.67,14,22,0.636,6,8,0.75,2,4,0.5,0,1,1,5,2,0,2,2,36,28.4
31.8,14,22,0.636,3,5,0.6,2,2,1.0,1,4,5,12,0,0,4,3,33,28.3
36.25,9,17,0.529,5,8,0.625,4,6,0.667,0,6,6,10,1,0,0,1,27,27.3
28.38,12,18,0.667,1,6,0.167,5,6,0.833,1,6,7,6,1,0,3,1,30,26.1
35.63,9,19,0.474,3,9,0.333,11,13,0.846,1,10,11,3,3,1,5,1,32,25.6
36.55,10,20,0.5,1,7,0.143,7,8,0.875,1,7,8,7,3,1,3,2,28,25.2
37.13,11,16,0.688,4,6,0.667,5,6,0.833,0,7,7,3,4,0,6,3,31,24.8
38.78,9,16,0.563,1,1,1.0,8,10,0.8,1,7,8,2,3,1,1,2,27,24.7
31.58,13,26,0.5,5,11,0.455,0,0,0.0,2,5,7,3,1,0,1,2,31,22.2
32.78,8,15,0.533,3,5,0.6,2,2,1.0,2,2,4,6,2,0,0,0,21,21.9
35.1,9,14,0.643,0,0,0.0,1,1,1.0,6,6,12,6,0,3,2,3,19,21.9
27.47,8,18,0.444,3,6,0.5,2,3,0.667,3,8,11,7,2,1,1,1,21,21.9
26.27,8,12,0.667,4,6,0.667,2,2,1.0,1,4,5,4,4,0,3,2,22,21.7
31.75,11,23,0.478,4,11,0.364,6,7,0.857,0,0,0,4,1,0,2,1,32,21.3
38.88,11,18,0.611,3,7,0.429,1,2,0.5,2,4,6,4,2,0,3,2,26,21.0
38.3,11,23,0.478,7,14,0.5,0,0,0.0,0,4,4,4,1,1,2,1,29,20.6
36.5,8,19,0.421,0,6,0.0,9,10,0.9,3,3,6,5,1,1,1,3,25,20.5
36.55,8,13,0.615,2,5,0.4,5,5,1.0,1,5,6,7,0,0,3,3,23,20.0
35.97,7,10,0.7,0,0,0.0,3,4,0.75,4,10,14,3,1,2,2,3,17,19.5
35.3,10,25,0.4,3,8,0.375,3,3,1.0,2,4,6,7,1,2,2,3,26,19.2
29.6,8,15,0.533,7,13,0.538,0,0,0.0,0,1,1,2,2,1,0,3,23,18.9
32.08,10,19,0.526,2,4,0.5,0,0,0.0,0,6,6,6,0,1,1,1,22,18.0
28.55,8,16,0.5,3,9,0.333,6,6,1.0,1,2,3,4,1,1,3,5,25,17.8
42.3,8,21,0.381,3,9,0.333,6,7,0.857,1,4,5,12,0,0,5,2,25,17.6
29.52,10,18,0.556,3,6,0.5,0,0,0.0,1,3,4,5,0,1,3,0,23,17.2
34.3,4,13,0.308,0,6,0.0,12,14,0.857,0,1,1,6,2,1,1,3,20,16.7
34.67,6,13,0.462,3,6,0.5,0,0,0.0,0,7,7,3,3,1,0,0,15,16.2
31.13,12,25,0.48,5,14,0.357,2,3,0.667,0,2,2,4,1,0,4,6,31,15.9
20.13,6,8,0.75,3,3,1.0,2,3,0.667,2,3,5,2,0,0,0,3,17,15.9
32.95,7,12,0.583,6,11,0.545,0,0,0.0,0,3,3,1,0,0,0,1,20,15.6
36.72,7,17,0.412,2,8,0.25,7,8,0.875,0,4,4,1,0,0,0,1,23,15.0
28.8,7,9,0.778,0,0,0.0,1,1,1.0,3,7,10,1,0,0,0,4,15,14.8
31.75,5,11,0.455,2,7,0.286,2,2,1.0,0,6,6,5,1,0,0,1,14,14.2
32.47,7,13,0.538,3,6,0.5,2,2,1.0,0,3,3,6,0,0,2,4,19,14.2
37.08,6,9,0.667,1,3,0.333,0,0,0.0,3,6,9,4,2,0,3,2,13,14.0
23.48,7,10,0.7,1,3,0.333,1,1,1.0,1,2,3,2,0,3,1,4,16,14.0
36.0,4,10,0.4,2,6,0.333,4,6,0.667,1,4,5,9,2,0,3,3,14,13.8
22.07,9,15,0.6,2,5,0.4,2,2,1.0,0,3,3,1,0,0,1,5,22,13.7
34.32,6,13,0.462,5,9,0.556,4,5,0.8,1,3,4,4,0,0,3,4,21,13.7
25.55,5,8,0.625,1,2,0.5,2,2,1.0,0,8,8,3,1,3,3,1,13,13.6
33.18,5,11,0.455,0,0,0.0,5,5,1.0,3,11,14,6,0,0,3,6,15,13.5
32.27,7,15,0.467,1,2,0.5,4,5,0.8,2,4,6,3,0,0,1,3,19,13.4
25.57,4,5,0.8,0,0,0.0,0,0,0.0,0,8,8,11,0,2,3,3,8,13.4
22.8,6,9,0.667,2,4,0.5,0,0,0.0,0,2,2,2,2,0,0,2,14,13.3
22.75,5,7,0.714,3,5,0.6,0,0,0.0,0,1,1,3,1,1,1,0,13,13.2
32.42,5,12,0.417,2,5,0.4,0,0,0.0,1,5,6,7,2,0,0,4,12,13.1
29.75,6,11,0.545,1,3,0.333,1,1,1.0,1,11,12,3,1,1,3,1,14,13.1
31.72,7,13,0.538,2,5,0.4,0,0,0.0,1,4,5,6,1,1,2,6,16,13.1
22.95,5,10,0.5,3,5,0.6,0,0,0.0,4,4,8,2,1,0,1,1,13,13.0
24.47,6,8,0.75,0,0,0.0,0,0,0.0,4,5,9,2,1,0,1,4,12,12.9
28.07,7,11,0.636,0,0,0.0,0,0,0.0,3,2,5,2,2,0,2,1,14,12.8
38.87,6,12,0.5,1,6,0.167,1,1,1.0,3,7,10,3,0,1,1,3,14,12.8
8.8,5,6,0.833,2,2,1.0,0,0,0.0,0,3,3,1,1,1,0,1,12,12.7
19.4,4,5,0.8,2,3,0.667,2,2,1.0,1,0,1,2,0,1,0,1,12,12.5
28.28,5,11,0.455,3,7,0.429,4,5,0.8,0,3,3,2,0,1,1,1,17,12.5
35.08,6,16,0.375,3,10,0.3,2,2,1.0,0,2,2,5,1,1,0,4,17,12.4
33.95,7,17,0.412,5,9,0.556,2,2,1.0,0,1,1,2,1,0,2,1,21,12.2
29.3,5,9,0.556,4,8,0.5,0,0,0.0,0,3,3,3,1,1,1,3,14,12.2
33.4,2,8,0.25,1,6,0.167,6,6,1.0,1,1,2,11,0,0,2,2,11,12.1
23.63,2,6,0.333,2,4,0.5,2,2,1.0,0,2,2,5,3,1,0,1,8,12.0
19.2,4,5,0.8,0,1,0.0,3,4,0.75,1,3,4,1,1,1,0,2,11,11.9
21.82,5,9,0.556,0,1,0.0,0,0,0.0,0,3,3,9,1,0,2,1,10,11.5
24.48,6,6,1.0,0,0,0.0,0,0,0.0,4,2,6,1,0,0,2,2,12,11.5
24.35,4,7,0.571,3,5,0.6,2,2,1.0,0,3,3,2,2,0,2,2,13,11.2
25.47,3,9,0.333,1,4,0.25,1,1,1.0,1,4,5,2,4,2,0,1,8,11.2
22.87,5,9,0.556,4,7,0.571,0,0,0.0,0,2,2,0,1,1,0,2,14,11.2
10.07,5,5,1.0,2,2,1.0,0,0,0.0,0,1,1,1,0,0,1,0,12,10.5
33.17,4,12,0.333,1,3,0.333,0,0,0.0,1,6,7,7,3,0,2,1,9,10.2
27.57,5,9,0.556,0,2,0.0,4,7,0.571,0,5,5,0,2,0,2,0,14,10.0
31.95,5,12,0.417,3,6,0.5,1,2,0.5,0,5,5,1,1,0,0,2,14,9.6
19.02,3,5,0.6,3,5,0.6,0,0,0.0,1,5,6,1,0,0,0,0,9,9.6
27.83,1,6,0.167,0,5,0.0,5,6,0.833,0,2,2,3,5,0,1,0,7,9.5
9.25,3,3,1.0,0,0,0.0,5,7,0.714,0,0,0,3,0,1,2,2,11,9.3
30.07,8,19,0.421,0,2,0.0,1,3,0.333,2,6,8,6,1,0,4,3,17,9.3
22.33,5,12,0.417,2,7,0.286,1,2,0.5,0,3,3,7,0,0,2,2,13,9.2
21.0,3,9,0.333,1,3,0.333,2,2,1.0,0,6,6,2,2,0,0,0,9,9.1
35.75,5,11,0.455,1,3,0.333,3,3,1.0,2,5,7,2,0,0,2,4,14,9.0
15.12,2,4,0.5,0,2,0.0,3,4,0.75,2,2,4,1,0,2,0,0,7,8.7
23.52,2,2,1.0,0,0,0.0,1,2,0.5,2,2,4,1,1,2,0,1,5,8.7
28.33,4,12,0.333,2,8,0.25,0,1,0.0,1,2,3,2,4,0,0,2,10,8.7
15.78,3,4,0.75,0,0,0.0,1,2,0.5,6,1,7,1,0,0,1,2,7,8.4
18.82,3,4,0.75,1,1,1.0,0,0,0.0,0,4,4,0,1,1,0,0,7,8.3
31.33,5,16,0.313,2,10,0.2,2,3,0.667,0,7,7,3,1,0,1,1,14,8.2
19.32,4,10,0.4,1,5,0.2,2,2,1.0,1,2,3,2,0,1,0,2,11,8.2
26.58,4,9,0.444,3,8,0.375,1,2,0.5,0,5,5,2,2,0,2,4,12,8.2
19.93,5,7,0.714,2,4,0.5,0,1,0.0,0,4,4,0,0,0,2,0,12,7.9
28.88,3,9,0.333,0,3,0.0,3,4,0.75,0,4,4,6,0,0,1,0,9,7.9
28.47,1,8,0.125,1,3,0.333,6,6,1.0,0,4,4,6,0,1,2,0,9,7.9
13.25,1,1,1.0,0,0,0.0,5,5,1.0,2,3,5,1,0,0,2,0,7,7.7
15.58,3,3,1.0,0,0,0.0,0,2,0.0,0,8,8,1,0,1,0,1,6,7.7
20.95,2,6,0.333,0,1,0.0,2,3,0.667,4,2,6,3,2,0,0,5,6,7.7
27.58,4,8,0.5,1,4,0.25,0,0,0.0,1,4,5,0,2,1,0,5,9,7.6
18.38,1,3,0.333,0,2,0.0,4,4,1.0,0,1,1,3,1,5,2,4,6,7.6
24.93,2,7,0.286,2,7,0.286,1,2,0.5,1,7,8,6,1,0,3,1,7,7.1
17.52,2,3,0.667,2,3,0.667,0,0,0.0,1,4,5,2,0,0,1,0,6,7.0
15.03,1,1,1.0,0,0,0.0,2,2,1.0,3,3,6,0,0,2,0,3,4,6.9
17.45,3,7,0.429,3,6,0.5,0,0,0.0,0,3,3,0,0,1,0,0,9,6.9
27.32,3,10,0.3,2,6,0.333,0,0,0.0,0,8,8,2,2,1,1,2,8,6.9
3.97,1,1,1.0,0,0,0.0,2,2,1.0,1,1,2,2,0,1,0,0,4,6.8
19.52,5,9,0.556,0,2,0.0,0,0,0.0,1,2,3,0,1,0,0,3,10,6.8
